Species,Light_ISF,Light_Cat,Soil_Conspecific,AMF,Phenolics,Lignin,NSC,Event,Harvest,Alive
Quercus alba,0.052,Low,Conspecific,8,4.5,24.7,14.99,0,X,NA
Quercus rubra,0.052,Low,Heterospecific,16,3.59,20.29,18.47,0,X,NA
Quercus alba,0.087,Med,Heterospecific,6,5.23,21.13,18.17,0,X,NA
Acer saccharum,0.087,Med,Heterospecific,14.72,-0.08,13.88,12.21,1,NA,NA
Quercus alba,0.052,Low,Heterospecific,17,4.85,19.5,20.11,0,X,NA
Quercus alba,0.082,Med,Heterospecific,27.5,4.84,17.84,21.92,1,NA,NA
Quercus alba,0.082,Med,Heterospecific,23.53,5.01,19.39,20.67,1,NA,NA
Quercus rubra,0.077,Med,Conspecific,17.2,3.6,25.5,14.73,1,NA,NA
Quercus alba,0.087,Med,Heterospecific,40,5.36,19.64,20.87,0,X,NA
Quercus alba,0.093,Med,Heterospecific,16,5.07,24.06,16.25,0,X,NA
Prunus serotina,0.086,Med,Heterospecific,58,1.07,8.43,11.67,0,X,NA
Quercus alba,0.093,Med,Conspecific,7,5.24,22.15,17.6,0,X,NA
Quercus rubra,0.077,Med,Heterospecific,12,3.82,26.55,14.42,0,X,NA
Quercus alba,0.079,Med,Conspecific,15.24,4.79,24.02,16.01,0,NA,X
Quercus alba,0.079,Med,Heterospecific,16.5,4.8,18.2,21.76,1,NA,NA
Quercus alba,0.086,Med,Heterospecific,17,5.21,18.72,22.81,0,X,NA
Quercus alba,0.086,Med,Heterospecific,7,4.99,17.17,22.92,0,X,NA
Quercus rubra,0.093,Med,Sterilized,53,3.47,22.99,16.41,0,X,NA
Acer saccharum,0.08,Med,Heterospecific,15.42,-0.21,13.91,12.19,1,NA,NA
Quercus alba,0.086,Med,Heterospecific,26,4.06,25.14,15.52,0,X,NA
Quercus rubra,0.093,Med,Heterospecific,0,2.57,24.1,12.36,0,X,NA
Acer saccharum,0.093,Med,Heterospecific,15.25,-0.12,13.57,12.18,1,NA,NA
Quercus rubra,0.086,Med,Heterospecific,9,3.42,22.97,16.4,0,X,NA
Quercus alba,0.08,Med,Sterilized,0.88,2.95,20.48,17.7,0,NA,X
Acer saccharum,0.086,Med,Heterospecific,11.81,-0.03,14.03,12.43,1,NA,NA
Quercus rubra,0.08,Med,Heterospecific,19.94,3.57,26.77,14.48,0,NA,X
Quercus alba,0.093,Med,Heterospecific,5,3.95,22.69,17.25,0,X,NA
Acer saccharum,0.086,Med,Conspecific,18.1,0.48,13.62,12.36,1,NA,NA
Acer saccharum,0.079,Med,Sterilized,9.58,-0.04,12.96,12.45,1,NA,NA
Quercus rubra,0.079,Med,Heterospecific,18.09,3.14,26.05,12.98,0,NA,X
Quercus alba,0.086,Med,Heterospecific,7,4.18,18.73,25.04,0,X,NA
Quercus rubra,0.079,Med,Heterospecific,18.09,3.14,26.05,12.98,0,NA,X
Quercus rubra,0.079,Med,Heterospecific,22.21,3.49,26.75,13.64,0,NA,X
Quercus alba,0.079,Med,Heterospecific,16.5,4.8,18.2,21.76,0,NA,X
Acer saccharum,0.093,Med,Heterospecific,21,0.52,14.73,13.5,0,X,NA
Quercus rubra,0.079,Med,Heterospecific,18.09,3.14,26.05,12.98,0,NA,X
Acer saccharum,0.086,Med,Heterospecific,15.37,-0.03,13.92,12.05,1,NA,NA
Quercus alba,0.093,Med,Conspecific,12,4.82,25.77,14.86,0,X,NA
Acer saccharum,0.086,Med,Heterospecific,32,-0.21,10.49,10.73,0,X,NA
Quercus alba,0.06,Low,Heterospecific,12,4.42,18.47,23.18,0,X,NA
Quercus rubra,0.06,Low,Conspecific,29,2.35,27.88,8.31,0,X,NA
Prunus serotina,0.053,Low,Heterospecific,32,0.44,5.3,5.41,0,X,NA
Quercus rubra,0.08,Med,Heterospecific,20.81,3.8,26.87,14.65,0,NA,X
Quercus rubra,0.06,Low,Sterilized,17,3.35,20.12,18.52,0,X,NA
Quercus alba,0.06,Low,Heterospecific,20,4.71,24.36,15.99,0,X,NA
Quercus alba,0.053,Low,Heterospecific,32,4.69,19.2,21.57,0,X,NA
Quercus alba,0.053,Low,Heterospecific,17,4.72,19.1,21.84,0,X,NA
Quercus alba,0.08,Med,Heterospecific,15.95,4.48,17.42,23.36,0,NA,X
Quercus rubra,0.079,Med,Heterospecific,21.06,3.76,23.34,16.57,0,NA,X
Quercus rubra,0.079,Med,Sterilized,6.64,3.16,25,13.1,1,NA,NA
Quercus alba,0.08,Med,Heterospecific,17.08,3.85,18.1,20.73,0,NA,X
Quercus rubra,0.06,Low,Conspecific,13,2.64,26.39,12.6,0,X,NA
Quercus alba,0.079,Med,Heterospecific,16.37,4.45,17.08,23.19,0,NA,X
Acer saccharum,0.06,Low,Heterospecific,23,-0.06,10.27,10.16,0,X,NA
Acer saccharum,0.06,Low,Heterospecific,17.77,-0.2,10.8,11.03,1,NA,NA
Quercus alba,0.08,Med,Heterospecific,17.08,3.85,18.1,20.73,0,NA,X
Quercus alba,0.053,Low,Sterilized,6,2.93,22.56,15.6,0,X,NA
Acer saccharum,0.053,Low,Heterospecific,14.35,-0.14,10.02,10.7,1,NA,NA
Quercus rubra,0.053,Low,Heterospecific,6,2.83,26.46,11.7,0,X,NA
Quercus rubra,0.06,Low,Heterospecific,59,4.08,26.84,15.25,0,X,NA
Acer saccharum,0.06,Low,Heterospecific,13.4,-0.04,10.96,10.99,1,NA,NA
Quercus rubra,0.053,Low,Heterospecific,74,4.13,13.05,20.99,0,X,NA
Quercus alba,0.079,Med,Sterilized,3.12,2.88,18.94,18.48,0,NA,X
Quercus rubra,0.06,Low,Conspecific,12,2.35,23.37,11.91,0,X,NA
Acer saccharum,0.053,Low,Heterospecific,21,0.06,11.9,11.62,0,X,NA
Prunus serotina,0.053,Low,Sterilized,45,0.26,5.26,4.86,0,X,NA
Acer saccharum,0.06,Low,Heterospecific,12.84,-0.22,10.45,11.12,1,NA,NA
Acer saccharum,0.06,Low,Heterospecific,17.77,-0.2,10.8,11.03,1,NA,NA
Quercus alba,0.079,Med,Sterilized,3.12,2.88,18.94,18.48,1,NA,NA
Quercus alba,0.08,Med,Heterospecific,24.19,4.97,20.18,20.28,0,NA,X
Prunus serotina,0.06,Low,Sterilized,14,0.64,6.32,10.11,0,X,NA
Quercus alba,0.053,Low,Sterilized,3,3.11,24.41,14.53,0,X,NA
Quercus alba,0.087,Med,Heterospecific,10,5.08,19,22.04,0,X,NA
Quercus rubra,0.08,Med,Conspecific,18.22,2.6,25.01,11.7,1,NA,NA
Quercus alba,0.087,Med,Heterospecific,50,5,18.95,22.62,0,X,NA
Quercus rubra,0.074,Low,Heterospecific,27,4.08,28.07,15.11,0,X,NA
Quercus alba,0.074,Low,Conspecific,25,4.57,19.72,20.19,0,X,NA
Acer saccharum,0.059,Low,Conspecific,5,-0.09,14.59,12.11,0,X,NA
Quercus rubra,0.074,Low,Heterospecific,53,2.75,18.5,12.84,0,X,NA
Quercus rubra,0.087,Med,Conspecific,13,3.48,25.63,14.41,0,X,NA
Acer saccharum,0.059,Low,Heterospecific,31,-0.64,9.02,8.47,0,X,NA
Prunus serotina,0.074,Low,Heterospecific,21.81,0.31,5.07,6.89,1,NA,NA
Quercus alba,0.074,Low,Heterospecific,7,4.59,23.83,16.21,0,X,NA
Acer saccharum,0.08,Med,Sterilized,11.42,-0.02,12.44,12.54,1,NA,NA
Acer saccharum,0.074,Low,Heterospecific,11.89,-0.03,10.5,11.01,1,NA,NA
Quercus rubra,0.061,Low,Heterospecific,16.43,3.78,20.75,18.17,0,NA,X
Quercus rubra,0.061,Low,Heterospecific,17.5,2.48,24.52,12.11,0,NA,X
Quercus rubra,0.059,Low,Conspecific,10,2.23,28.3,9.23,0,X,NA
Acer saccharum,0.059,Low,Conspecific,15.39,-0.09,10,10.68,1,NA,NA
Quercus alba,0.061,Low,Sterilized,11.8,2.47,19.28,18.53,1,NA,NA
Quercus rubra,0.061,Low,Conspecific,17.52,2.38,26.06,11.19,0,NA,X
Prunus serotina,0.059,Low,Heterospecific,26.42,0.63,5.56,10.18,1,NA,NA
Quercus alba,0.059,Low,Heterospecific,9,4.77,18.74,24.77,0,X,NA
Acer saccharum,0.074,Low,Heterospecific,0,-1.02,13.39,12.32,0,X,NA
Quercus rubra,0.059,Low,Heterospecific,24,3.97,24.11,16.05,0,X,NA
Quercus rubra,0.061,Low,Heterospecific,29.94,3.92,27.32,15.07,1,NA,NA
Prunus serotina,0.061,Low,Heterospecific,23.28,0.29,5.16,6.68,0,NA,X
Quercus rubra,0.059,Low,Heterospecific,8,2.54,27.74,10.08,0,X,NA
Quercus rubra,0.059,Low,Heterospecific,17,2.73,27.95,10.93,0,X,NA
Quercus rubra,0.061,Low,Heterospecific,15.92,2.93,26.45,12.7,0,NA,X
Quercus rubra,0.059,Low,Heterospecific,13,3.97,22.33,17.21,0,X,NA
Quercus rubra,0.074,Low,Sterilized,14,2.84,25.11,11.76,0,X,NA
Prunus serotina,0.074,Low,Heterospecific,33.68,0.68,7.84,11.45,1,NA,NA
Prunus serotina,0.059,Low,Heterospecific,24.63,0.58,4.81,7.29,1,NA,NA
Quercus rubra,0.059,Low,Heterospecific,12,3.57,29,14.17,0,X,NA
Acer saccharum,0.074,Low,Sterilized,10,-0.01,11.4,11.96,0,X,NA
Prunus serotina,0.061,Low,Sterilized,13.52,0.37,5.48,9.21,0,NA,X
Quercus alba,0.059,Low,Heterospecific,5,4.91,24.03,16.2,0,X,NA
Quercus alba,0.087,Med,Heterospecific,18,4.95,18.47,21.86,0,X,NA
Quercus alba,0.061,Low,Heterospecific,18.67,3.7,18.98,20.78,0,NA,X
Prunus serotina,0.061,Low,Sterilized,13.52,0.37,5.48,9.21,1,NA,NA
Quercus alba,0.061,Low,Heterospecific,17.91,4.73,24.52,15.8,0,NA,X
Acer saccharum,0.087,Med,Conspecific,19.8,0.48,14.09,12.53,1,NA,NA
Quercus alba,0.103,Med,Heterospecific,19,4.97,20.03,19.61,0,X,NA
Quercus rubra,0.103,Med,Heterospecific,6,3.48,19.53,21.23,0,X,NA
Quercus alba,0.061,Low,Conspecific,23.88,4.65,19.11,22.34,0,NA,X
Quercus rubra,0.103,Med,Conspecific,9,3.87,23.33,17.17,0,X,NA
Quercus alba,0.061,Low,Heterospecific,18.67,3.7,18.98,20.78,1,NA,NA
Quercus alba,0.087,Med,Sterilized,1,3.66,24.02,15.31,0,X,NA
Quercus alba,0.087,Med,Heterospecific,14.85,4.1,18.73,22.96,1,NA,NA
Quercus rubra,0.103,Med,Heterospecific,20,3.92,23.63,16.18,0,X,NA
Prunus serotina,0.103,Med,Sterilized,21,0.15,10.24,13.87,0,X,NA
Quercus alba,0.087,Med,Heterospecific,3.13,5.45,18.23,22.71,0,X,NA
Quercus alba,0.061,Low,Sterilized,11.8,2.47,19.28,18.53,0,NA,X
Acer saccharum,0.061,Low,Heterospecific,14.32,-0.04,13.53,12.65,1,NA,NA
Prunus serotina,0.087,Med,Heterospecific,73,0.81,6.11,10.77,0,X,NA
Quercus rubra,0.061,Low,Heterospecific,17.5,2.48,24.52,12.11,0,NA,X
Acer saccharum,0.087,Med,Heterospecific,20.69,-0.57,14.06,12.3,1,NA,NA
Prunus serotina,0.103,Med,Sterilized,12,0.21,6.7,10.87,0,X,NA
Quercus alba,0.061,Low,Heterospecific,15.66,4.36,19.12,23.21,0,NA,X
Quercus rubra,0.087,Med,Conspecific,28,3.79,21.22,18.07,0,X,NA
Quercus alba,0.061,Low,Heterospecific,18.67,3.7,18.98,20.78,0,NA,X
Quercus alba,0.061,Low,Heterospecific,17.91,4.73,24.52,15.8,1,NA,NA
Prunus serotina,0.103,Med,Heterospecific,32.24,0.74,10.55,13.74,1,NA,NA
Quercus rubra,0.103,Med,Heterospecific,10,3.39,24.04,15.55,0,X,NA
Prunus serotina,0.087,Med,Heterospecific,38.92,0.7,8.13,11.62,1,NA,NA
Prunus serotina,0.087,Med,Heterospecific,41.39,0.78,10.2,13.54,1,NA,NA
Quercus rubra,0.061,Low,Heterospecific,15.63,3.8,21.05,18.15,1,NA,NA
Quercus rubra,0.103,Med,Heterospecific,19,3.74,23.56,16.12,0,X,NA
Quercus rubra,0.087,Med,Heterospecific,12,3.72,23.06,16.74,0,X,NA
Acer saccharum,0.061,Low,Sterilized,8.25,-0.2,10.78,11.85,1,NA,NA
Quercus alba,0.086,Med,Heterospecific,15,4.67,18.25,24.54,0,X,NA
Quercus rubra,0.061,Low,Sterilized,12.4,2.59,26.46,11.24,1,NA,NA
Quercus rubra,0.061,Low,Heterospecific,29.94,3.92,27.32,15.07,0,NA,X
Acer saccharum,0.087,Med,Heterospecific,20.69,-0.57,14.06,12.3,1,NA,NA
Quercus rubra,0.061,Low,Heterospecific,15.63,3.8,21.05,18.15,0,NA,X
Prunus serotina,0.086,Med,Heterospecific,29.94,0.56,10.76,13.39,1,NA,NA
Quercus rubra,0.103,Med,Sterilized,7,3.6,24.56,15.24,0,X,NA
Quercus alba,0.11,Med,Heterospecific,17,5.15,18.67,23.87,0,X,NA
Prunus serotina,0.11,Med,Heterospecific,61,0.99,6.97,11.47,0,X,NA
Quercus alba,0.086,Med,Sterilized,1,3.24,21.52,17.27,0,X,NA
Quercus alba,0.11,Med,Heterospecific,30,5.01,27.72,15.88,0,X,NA
Acer saccharum,0.086,Med,Sterilized,5.1,0.09,10.46,11.43,0,X,NA
Prunus serotina,0.086,Med,Heterospecific,17.26,0.28,10.99,13.42,1,NA,NA
Quercus rubra,0.066,Low,Heterospecific,22.75,2.53,25.02,11.29,1,NA,NA
Prunus serotina,0.086,Med,Heterospecific,52,0.9,10.47,14.52,0,X,NA
Acer saccharum,0.086,Med,Heterospecific,15.37,-0.03,13.92,12.05,1,NA,NA
Prunus serotina,0.086,Med,Conspecific,22.89,0.19,10.49,13.72,1,NA,NA
Quercus alba,0.086,Med,Heterospecific,24.89,5.19,19.47,20.84,1,NA,NA
Quercus rubra,0.11,Med,Heterospecific,7,3.65,18.5,20.7,0,X,NA
Prunus serotina,0.086,Med,Heterospecific,38.2,0.67,7.17,11.2,1,NA,NA
Quercus rubra,0.086,Med,Heterospecific,15,2.74,24.72,12.38,0,X,NA
Acer saccharum,0.086,Med,Heterospecific,13.55,0.2,13.8,11.98,1,NA,NA
Acer saccharum,0.11,Med,Conspecific,21.35,0.63,13.5,12.52,1,NA,NA
Quercus rubra,0.086,Med,Heterospecific,21,3.11,26.26,12.99,0,X,NA
Acer saccharum,0.086,Med,Heterospecific,15.37,-0.03,13.92,12.05,1,NA,NA
Quercus rubra,0.086,Med,Sterilized,0,3.5,24.34,15.47,0,X,NA
Quercus alba,0.11,Med,Heterospecific,19.11,4.26,18.48,23.41,1,NA,NA
Quercus alba,0.11,Med,Heterospecific,35,5.33,23.47,17.62,0,X,NA
Acer saccharum,0.086,Med,Sterilized,2,0.13,9.93,11.11,0,X,NA
Quercus rubra,0.086,Med,Sterilized,6,3.52,24.56,15.25,0,X,NA
Acer saccharum,0.086,Med,Heterospecific,11.81,-0.03,14.03,12.43,1,NA,NA
Acer saccharum,0.063,Low,Sterilized,2.36,-0.31,8.87,9.71,1,NA,NA
Quercus rubra,0.086,Med,Heterospecific,12,4.04,26.42,15.13,0,X,NA
Quercus rubra,0.063,Low,Sterilized,11.79,2.56,25.62,11.47,1,NA,NA
Quercus alba,0.066,Low,Heterospecific,19.69,3.74,18.95,21.1,0,NA,X
Acer saccharum,0.086,Med,Heterospecific,19.4,0.44,10.88,11.67,0,X,NA
Quercus rubra,0.066,Low,Sterilized,11.34,2.63,25.72,11.49,0,NA,X
Quercus alba,0.086,Med,Heterospecific,3,3.97,27.49,15.26,0,X,NA
Quercus alba,0.086,Med,Conspecific,50,4.87,18.96,24.33,0,X,NA
Acer saccharum,0.122,High,Heterospecific,8,0.03,12.11,11.78,0,X,NA
Quercus alba,0.122,High,Conspecific,5,5.19,19.22,24.55,0,X,NA
Prunus serotina,0.122,High,Sterilized,0,-0.32,8.04,11.69,0,X,NA
Acer saccharum,0.122,High,Sterilized,13,0.08,9.92,10.12,0,X,NA
Quercus rubra,0.122,High,Sterilized,3,3.63,19.71,20.54,0,X,NA
Quercus alba,0.133,High,Heterospecific,19,5.36,17.56,23.52,0,X,NA
Acer saccharum,0.133,High,Heterospecific,17.04,-0.1,13.25,12.26,1,NA,NA
Prunus serotina,0.122,High,Heterospecific,24,0.95,6.18,10.17,0,X,NA
Quercus alba,0.122,High,Heterospecific,25,4.8,19.19,19.76,0,X,NA
Quercus alba,0.133,High,Heterospecific,20,4.51,18.88,24.45,0,X,NA
Acer saccharum,0.122,High,Sterilized,2,0.21,13.46,12.57,0,X,NA
Quercus rubra,0.122,High,Heterospecific,20.76,3.97,21.96,17.34,1,NA,NA
Acer saccharum,0.133,High,Sterilized,9,0.15,10.65,11.14,0,X,NA
Quercus alba,0.066,Low,Heterospecific,22.94,4.54,21.75,17.7,0,NA,X
Prunus serotina,0.066,Low,Heterospecific,32.14,0.7,8.21,11.59,0,NA,X
Quercus alba,0.122,High,Heterospecific,6,5.6,27.28,16.4,0,X,NA
Acer saccharum,0.133,High,Heterospecific,18.04,0.25,14.29,12.65,1,NA,NA
Acer saccharum,0.133,High,Sterilized,5,0.29,10.49,11.89,0,X,NA
Quercus rubra,0.066,Low,Conspecific,17.6,2.48,26.45,10.97,1,NA,NA
Quercus rubra,0.122,High,Heterospecific,18,4.11,25.33,15.17,0,X,NA
Quercus rubra,0.063,Low,Heterospecific,16.04,3.78,21.29,17.9,0,NA,X
Prunus serotina,0.063,Low,Sterilized,12.27,0.32,5.28,8.42,1,NA,NA
Quercus rubra,0.066,Low,Sterilized,11.34,2.63,25.72,11.49,1,NA,NA
Quercus alba,0.122,High,Heterospecific,0,5.46,21.68,18.75,0,X,NA
Quercus rubra,0.063,Low,Conspecific,18.62,2.42,26.84,9.78,1,NA,NA
Acer saccharum,0.133,High,Heterospecific,12,-0.38,12.88,12.09,0,X,NA
Quercus alba,0.122,High,Heterospecific,13,4.13,25.05,16.84,0,X,NA
Quercus rubra,0.066,Low,Conspecific,17.6,2.48,26.45,10.97,0,NA,X
Quercus alba,0.066,Low,Heterospecific,18.74,4.77,26.68,14.83,1,NA,NA
Prunus serotina,0.122,High,Heterospecific,54.36,1.06,8.6,11.99,1,NA,NA
Acer saccharum,0.063,Low,Sterilized,2.36,-0.31,8.87,9.71,1,NA,NA
Prunus serotina,0.133,High,Conspecific,51,0.75,10.03,13.73,0,X,NA
Quercus alba,0.122,High,Conspecific,4,5.45,25.29,16.71,0,X,NA
Prunus serotina,0.111,Med,Heterospecific,9,0.77,6.45,10.65,0,X,NA
Quercus rubra,0.133,High,Heterospecific,13,3.88,25.64,15.3,0,X,NA
Acer saccharum,0.063,Low,Heterospecific,18.47,-0.15,10.21,10.66,1,NA,NA
Acer saccharum,0.122,High,Heterospecific,38,-0.64,10.89,12.04,0,X,NA
Acer saccharum,0.122,High,Heterospecific,16.28,0.33,13.32,12.22,1,NA,NA
Prunus serotina,0.111,Med,Sterilized,19,0.11,10.52,14.66,0,X,NA
Quercus alba,0.066,Low,Heterospecific,19.69,3.74,18.95,21.1,0,NA,X
Acer saccharum,0.133,High,Sterilized,3,0.12,11.06,11.73,0,X,NA
Quercus alba,0.133,High,Heterospecific,15,5.48,19.08,26.49,0,X,NA
Acer saccharum,0.105,Med,Heterospecific,24,-1.35,14.22,12.28,0,X,NA
Prunus serotina,0.105,Med,Sterilized,76,-0.1,7.37,11.64,0,X,NA
Prunus serotina,0.133,High,Heterospecific,6,0.87,5.22,8.53,0,X,NA
Quercus rubra,0.133,High,Heterospecific,20,3.45,20.59,18.88,0,X,NA
Acer saccharum,0.105,Med,Heterospecific,3,-0.11,12.3,12.5,0,X,NA
Prunus serotina,0.063,Low,Heterospecific,23.46,0.28,5.14,6.73,0,NA,X
Prunus serotina,0.065,Low,Heterospecific,32.61,0.71,8.13,11.57,0,NA,X
Quercus rubra,0.105,Med,Heterospecific,17,3.71,23.31,16.67,0,X,NA
Prunus serotina,0.077,Med,Heterospecific,47.55,0.61,5.31,7.89,0,NA,X
Acer saccharum,0.077,Med,Sterilized,9.04,-0.01,10.62,11.92,1,NA,NA
Quercus alba,0.111,Med,Heterospecific,24,4.3,19.13,24.46,0,X,NA
Quercus alba,0.133,High,Sterilized,0,4.29,18.8,22.53,0,X,NA
Quercus alba,0.105,Med,Heterospecific,35.96,4.75,26.1,15.61,0,X,NA
Prunus serotina,0.077,Med,Heterospecific,23.53,0.34,5.15,6.72,1,NA,NA
Quercus rubra,0.133,High,Heterospecific,18,3.4,24.96,14.63,0,X,NA
Quercus rubra,0.133,High,Sterilized,1,3.54,20.78,18.23,0,X,NA
Quercus alba,0.065,Low,Conspecific,14.72,4.65,22.13,17.33,0,NA,X
Quercus alba,0.105,Med,Heterospecific,2,4.61,18.49,24.81,0,X,NA
Quercus alba,0.105,Med,Sterilized,0,3.59,20.23,19.45,0,X,NA
Prunus serotina,0.105,Med,Heterospecific,3,0.32,10.75,14.44,0,X,NA
Quercus alba,0.133,High,Heterospecific,29,5.57,20.23,21.64,0,X,NA
Quercus rubra,0.133,High,Heterospecific,15,3.69,19.39,21.46,0,X,NA
Acer saccharum,0.133,High,Heterospecific,15,-0.38,14.7,12.44,0,X,NA
Acer saccharum,0.133,High,Heterospecific,18.04,0.25,14.29,12.65,1,NA,NA
Acer saccharum,0.077,Med,Heterospecific,18.87,-0.08,10.79,10.99,1,NA,NA
Quercus alba,0.133,High,Sterilized,2,4.28,22.87,16.83,0,X,NA
Prunus serotina,0.105,Med,Sterilized,36,0.05,10.4,15.42,0,X,NA
Quercus rubra,0.065,Low,Conspecific,18.54,2.45,26.93,10.1,0,NA,X
Quercus alba,0.065,Low,Heterospecific,20.3,4.36,18.95,23.13,0,NA,X
Quercus rubra,0.065,Low,Heterospecific,24.36,2.53,25.01,11.34,0,NA,X
Prunus serotina,0.133,High,Heterospecific,63,0.38,10.93,14.82,0,X,NA
Acer saccharum,0.105,Med,Sterilized,2,0.07,12.6,12.54,0,X,NA
Quercus rubra,0.077,Med,Heterospecific,19.14,3.74,23.03,16.63,1,NA,NA
Prunus serotina,0.105,Med,Heterospecific,56,0.64,11.78,13.53,0,X,NA
Quercus rubra,0.133,High,Sterilized,24,3.68,25.6,15.1,0,X,NA
Acer saccharum,0.105,Med,Heterospecific,13,-0.11,13.39,12.48,0,X,NA
Quercus rubra,0.133,High,Heterospecific,25,3.53,23.63,15.81,0,X,NA
Quercus alba,0.105,Med,Heterospecific,5,5.42,19.05,23.17,0,X,NA
Quercus alba,0.105,Med,Sterilized,1,3.67,19.62,19.85,0,X,NA
Prunus serotina,0.133,High,Conspecific,15,0.35,10.58,13.17,0,X,NA
Prunus serotina,0.065,Low,Sterilized,12.92,0.33,5.33,8.44,1,NA,NA
Quercus alba,0.065,Low,Sterilized,10.48,2.56,19.51,18.18,0,NA,X
Quercus alba,0.065,Low,Heterospecific,20.85,4.75,24.39,15.84,0,NA,X
Acer saccharum,0.065,Low,Heterospecific,18.76,-0.15,10.73,10.95,1,NA,NA
Acer saccharum,0.133,High,Heterospecific,17.04,-0.1,13.25,12.26,1,NA,NA
Prunus serotina,0.105,Med,Sterilized,63,-0.1,7.03,11.59,0,X,NA
Quercus rubra,0.133,High,Heterospecific,27,2.96,18.09,16.02,0,X,NA
Prunus serotina,0.105,Med,Heterospecific,39,0.64,8.46,11.76,0,X,NA
Quercus alba,0.105,Med,Heterospecific,10,3.95,22.25,17.84,0,X,NA
Acer saccharum,0.118,Med,Sterilized,8.38,0.14,10.63,11.53,0,X,NA
Quercus rubra,0.133,High,Heterospecific,47,2.17,25.13,12.27,0,X,NA
Quercus alba,0.133,High,Heterospecific,18,5.19,19.93,19.91,0,X,NA
Quercus rubra,0.077,Med,Sterilized,13.04,2.77,25.4,11.49,0,NA,X
Acer saccharum,0.095,Med,Heterospecific,0,-0.24,14.24,12.32,0,X,NA
Quercus alba,0.095,Med,Heterospecific,5,4.11,18.66,21.91,0,X,NA
Quercus rubra,0.122,High,Heterospecific,17,3.62,26.28,13.87,0,X,NA
Quercus alba,0.122,High,Sterilized,0,4.27,23.47,16.51,0,X,NA
Quercus alba,0.122,High,Heterospecific,5,5.85,20.56,19.75,0,X,NA
Quercus alba,0.065,Low,Sterilized,10.48,2.56,19.51,18.18,0,NA,X
Acer saccharum,0.095,Med,Heterospecific,16.19,0.14,14.43,12.6,1,NA,NA
Acer saccharum,0.122,High,Conspecific,20.67,0.44,13.41,12.45,1,NA,NA
Quercus rubra,0.095,Med,Sterilized,29,3.35,25.58,13.82,0,X,NA
Quercus rubra,0.122,High,Conspecific,19,5.04,26.79,15.77,0,X,NA
Prunus serotina,0.122,High,Heterospecific,56,1.05,5.92,10.65,0,X,NA
Quercus alba,0.065,Low,Heterospecific,22.92,4.53,21.73,17.69,0,NA,X
Quercus alba,0.071,Low,Heterospecific,16.71,4.78,24.15,16.25,0,NA,X
Quercus rubra,0.122,High,Heterospecific,15,3.71,19.99,21.25,0,X,NA
Quercus rubra,0.095,Med,Heterospecific,22,3.49,27.02,14.21,0,X,NA
Quercus rubra,0.122,High,Heterospecific,15,2.5,24.29,12.45,0,X,NA
Quercus alba,0.122,High,Sterilized,8,4.4,21.12,18.62,0,X,NA
Quercus rubra,0.122,High,Heterospecific,52,3.83,23.88,16.38,0,X,NA
Quercus rubra,0.065,Low,Heterospecific,17.98,3.72,20.73,18.25,0,NA,X
Quercus alba,0.077,Med,Heterospecific,17.42,4.77,18.71,22.45,0,NA,X
Quercus rubra,0.095,Med,Heterospecific,17,3.92,21.6,17.5,0,X,NA
Prunus serotina,0.095,Med,Conspecific,23.45,0.32,10.23,13.9,1,NA,NA
Quercus rubra,0.074,Low,Heterospecific,23.51,3.81,21.54,17.28,1,NA,NA
Acer saccharum,0.095,Med,Heterospecific,14.13,-0.04,13.42,12.09,1,NA,NA
Quercus rubra,0.095,Med,Heterospecific,27,3.51,23.29,16.27,0,X,NA
Quercus alba,0.095,Med,Heterospecific,2,4.1,26.62,15.5,0,X,NA
Quercus alba,0.073,Low,Heterospecific,18.85,3.78,19.23,20.26,1,NA,NA
Quercus rubra,0.074,Low,Heterospecific,16.82,2.58,22.49,12.18,0,NA,X
Acer saccharum,0.074,Low,Sterilized,7.43,-0.09,10.46,11.67,1,NA,NA
Prunus serotina,0.111,Med,Heterospecific,40.89,0.83,9.15,11.88,1,NA,NA
Prunus serotina,0.111,Med,Heterospecific,28.35,0.59,10.92,13.79,1,NA,NA
Prunus serotina,0.118,Med,Conspecific,40.73,0.6,10.06,13.52,1,NA,NA
Prunus serotina,0.073,Low,Sterilized,11.31,0.25,6.04,10.08,1,NA,NA
Quercus rubra,0.118,Med,Heterospecific,10,3.8,21.51,17.67,0,X,NA
Prunus serotina,0.111,Med,Heterospecific,27.28,0.28,11.08,13.71,1,NA,NA
Prunus serotina,0.111,Med,Sterilized,0,0.07,5.97,11.26,0,X,NA
Prunus serotina,0.073,Low,Sterilized,11.31,0.25,6.04,10.08,1,NA,NA
Quercus alba,0.073,Low,Heterospecific,18.88,4.61,21.36,18.14,0,NA,X
Quercus alba,0.074,Low,Conspecific,16.82,4.73,25.01,15.5,0,NA,X
Acer saccharum,0.118,Med,Conspecific,20.89,0.47,13.5,12.44,1,NA,NA
Quercus rubra,0.111,Med,Heterospecific,18,3.03,25.82,13.7,0,X,NA
Acer saccharum,0.111,Med,Heterospecific,14.56,0.25,13.46,12.21,1,NA,NA
Quercus alba,0.074,Low,Sterilized,5.15,2.87,19.23,18.07,1,NA,NA
Prunus serotina,0.118,Med,Heterospecific,49.57,1.03,7.91,11.72,1,NA,NA
Acer saccharum,0.111,Med,Conspecific,18,1.41,13.08,12.42,0,X,NA
